gene_accession,LBB02e_t2_M_QC,LBB03u_t2_M_QC,LBB05u_t2_M_QC,LBB04u_t2_M_QC,LBB01e_t2_M_QC,LBB03e_t2_M_QC,LBB02u_t2_M_QC,LBB01u_t2_M_QC,LBB05e_t2_M_QC,LBB04e_t2_M_QC
MEG_1620/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,12,31,20,8,3,64,17
MEG_8077/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,0,55,0,70,56,0,0,39,125
MEG_8145/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,96,0,93,0,0,0,0,117
MEG_6619/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,2,4,6,6,6,6,11,2,5,7
MEG_7052/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,103,134,215,153,163,306,168,237,291,178
MEG_6156/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALA,0,0,0,34,68,0,60,0,82,0
MEG_6762/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_7279/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/TROB,0,0,0,0,0,0,24,0,0,0
MEG_1628/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,30,0,0,0,0,0
MEG_2121/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,10,0,0,0,0,0
MEG_6908/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_3845/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,22,0,0,0,0,0,0,0
MEG_1153/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,0,0,5,0,0,21,0,0,21,0
MEG_3993/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,199,165,273,281,501,316,237,196,409,222
MEG_7135/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,41,33,18,38,67,48,48,65,122,79
MEG_3836/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_regulator/MEPR,0,0,0,12,0,0,0,0,0,0
MEG_6133/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,36,101,66,102,101,122,93,151,165
MEG_6700/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,2,0,0,0,0
MEG_6106/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,125,208,775,187,511,399,390,247,704,1656
MEG_7024/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,4,5,0,0,0,25,0,13
MEG_4196/Metals/Nickel_resistance/Nickel_resistance_protein/NIRB,0,0,0,0,6,6,0,0,0,0
MEG_7132/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,149,43,51,98,91,117,93,58,224,158
MEG_1095/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,2,16,2,8,12,20,21,27,17,17
MEG_8693/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SEPA,20,0,0,10,0,48,6,0,0,0
MEG_88/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,32,0,28,0,24,20,0,0,0
MEG_6812/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6773/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_1744/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEE,0,0,0,50,56,30,38,0,0,0
MEG_1004/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,0,0,0,84,0,0,0,0,36
MEG_402/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,0,0,0,10,0,0,0,0,0,0
MEG_7046/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,38,64,91,98,127,142,120,113,146,99
MEG_7267/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,0,0,0,0,0,3,0,0,13,0
MEG_7019/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,10,0,2
MEG_8654/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,0,0,0,12,0
MEG_4217/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/NREB,0,0,0,120,0,0,0,0,0,0
MEG_3279/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_protein/HSMR,0,0,0,28,0,20,26,0,0,0
MEG_3073/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,0,0,0,0,24,0,0,0,0,0
MEG_6839/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_7474/Drugs/Glycopeptides/VanC-type_regulator/VANRC,0,0,0,0,28,0,22,20,68,0
MEG_3589/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,64,0,50,56,0,0,0,0,0,0
MEG_2789/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,0,0,2,0,8
MEG_1574/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,0,3
MEG_8714/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET63,0,0,0,50,0,0,0,0,0,0
MEG_1/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,895,581,1176,1015,2156,1238,1097,783,1605,1583
MEG_4011/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,32,0,0,0,0,0,0,0,0,0
MEG_6/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,2161,2505,4353,3530,4541,6805,3791,4819,5595,3638
MEG_7147/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,0,0,0,0,0,0,21,0,0,0
MEG_5323/Drugs/Pleuromutilin/Pleuromutilin-resistant_23S_rRNA_mutation/P23S/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,41
MEG_2455/Metals/Copper_resistance/Copper_resistance_protein/CUTC,0,0,0,0,0,6,0,0,0,0
MEG_6957/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERC,0,0,0,0,18,0,0,0,0,0
MEG_2061/Metals/Copper_resistance/Copper_resistance_protein/COPK,14,0,0,0,0,0,0,12,0,0
MEG_7068/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,0,0,0,6,10,0,0,2,8,4
MEG_7319/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,51,74,175,69,176,128,123,140,350,374
MEG_2959/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,2,0,0,0,0
MEG_6709/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_705/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET1,0,0,0,0,0,0,0,0,30,0
MEG_2803/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,5,2,2,0,9
MEG_8671/Drugs/MLS/Macrolide-resistant_50S_rRNA_mutation/RPLD/RequiresSNPConfirmation,69,89,140,76,109,150,151,130,114,92
MEG_145/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,6,0,0,24,0,0
MEG_7227/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,2,0,0,4,8,8,4,4,6,0
MEG_7209/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,2,10,0,18,8,6,4,10,0
MEG_4748/Drugs/betalactams/Class_D_betalactamases/OXA,48,92,0,46,46,0,0,68,0,0
MEG_7038/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,33,80,101,76,95,160,122,109,140,87
MEG_6722/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_4067/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,36,0,0,0,0,0,0
MEG_6633/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,6,10,4,6,18,22,51,6,22,3
MEG_7996/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,0,12,0,0,0,0,0,0
MEG_2074/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,0,0,20,0,0,0
MEG_1151/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,0,0,16,0,0,4,0,14,0,12
MEG_1247/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,0,0,22,0,0,0,0,0
MEG_7017/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,13,0,24
MEG_2907/Drugs/betalactams/Class_B_betalactamases/FEZ,0,0,0,32,0,0,0,0,0,0
MEG_6147/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSH/RequiresSNPConfirmation,1374,1565,2585,2089,2889,4151,2244,2586,3967,2763
MEG_3747/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,0,0,24,0,0,91,0,0,217,0
MEG_7126/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,31,27,45,45,109,65,76,102,159,150
MEG_2717/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/EMHC,0,0,0,22,0,0,0,0,0,0
MEG_7327/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/TVAA,0,0,0,30,0,0,0,0,0,0
MEG_2707/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRB,0,0,80,0,28,0,0,0,30,142
MEG_5387/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,30
MEG_7124/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,27,23,38,27,66,51,56,55,86,104
MEG_7220/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,3,2,6,0,10,7,0,3,6,6
MEG_3020/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSE,6,0,0,0,0,0,0,0,0,0
MEG_3646/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAB,0,0,0,36,0,0,0,0,36,0
MEG_8073/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,30,0,0,0,34,0,0
MEG_6544/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,0,12,0,0,0,0,0,0,0,0
MEG_3230/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,29,0,0
MEG_3804/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,4,0,0,0,0,0,0,4
MEG_7128/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,18,26,26,36,82,71,37,58,87,65
MEG_7161/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,0,0,6,0,2,0
MEG_6833/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6115/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,125,75,0,0,0,182,93
MEG_2909/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/FIEF,0,0,0,0,0,19,0,10,27,0
MEG_2654/Metals/Copper_resistance/Copper_resistance_protein/DNAK,56,26,53,126,142,96,84,108,166,89
MEG_6616/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,7,0,0,0
MEG_8708/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6114/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,68,55,116,150,182,136,159,139,96,89
MEG_7149/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,2,0,0,0,2,0,0
MEG_3622/Biocides/Acetate_resistance/Acetate_resistance_protein/LPDT,0,0,0,0,0,17,0,0,22,0
MEG_6939/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_7070/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,196,402,475,520,523,889,552,652,855,551
MEG_7856/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,0,0,2,0,0,17,0,0,41,0
MEG_3007/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,14,0,0,0,12,22,12,0,10,0
MEG_7150/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,6,0,5,0,4,4,0,0
MEG_7041/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,79,114,132,134,156,249,158,189,292,179
MEG_6043/Drugs/betalactams/Class_A_betalactamases/RAHN,0,0,0,0,2,0,0,0,0,0
MEG_7167/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,12,2,4,10,14,10,4,2,6,4
MEG_7170/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,16,12,22,48,58,30,26,23,52,30
MEG_1245/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,24,28,18,0,0,0,18,0
MEG_8254/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,184,595,484,635,316,791,1067,876,701,664
MEG_1642/Drugs/Lipopeptides/Daptomycin-resistant_mutant/CDSA/RequiresSNPConfirmation,0,0,0,44,0,0,0,28,0,0
MEG_6128/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,52,45,115,60,107,103,84,77,144,204
MEG_7105/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,42,66,128,56,172,153,138,168,330,303
MEG_7143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,34,36,41,30,51,56,42,42,58,60
MEG_1732/Drugs/Lipopeptides/Daptomycin-resistant_mutant/CLS/RequiresSNPConfirmation,0,0,0,30,0,0,0,0,0,0
MEG_7144/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,9,16,19,16,37,27,19,32,46,49
MEG_2992/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,20,12,0,14,0,0
MEG_3006/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,12,0,0,8,0,0,0,0,22,0
MEG_3240/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,30,0,0,0,0,24,0
MEG_398/Metals/Arsenic_resistance/Arsenic_resistance_membrane_transporter/ACR3,56,48,0,32,44,108,26,50,46,32
MEG_1053/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,2,19,6,18,11,27,18,32,26,9
MEG_3184/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,114,150,174,102,267,118,119,147,140
MEG_3296/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/ILES/RequiresSNPConfirmation,111,121,147,122,238,213,179,203,244,283
MEG_7134/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,29,26,36,26,90,56,52,73,139,113
MEG_7634/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATI,0,0,26,0,0,0,8,0,0,0
MEG_8151/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,36,0,37,65,16,50,160,44
MEG_137/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,8,0,0,0,0,0
MEG_6164/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,18,0,0,0,0,0
MEG_6099/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,32,20,22,31,29,63,43,67,177,39
MEG_6105/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,145,94,214,108,252,146,172,184,310,296
MEG_6632/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,5,14,12,13,14,35,41,11,42,22
MEG_3234/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,15,8,0,29,0
MEG_6877/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_8144/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,8,14,19,8,22,32,8,24,34,9
MEG_2842/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,0,0,0,0,0,76,0,0,0,0
MEG_2754/Drugs/MLS/Macrolide_esterases/ERED,18,0,0,24,0,38,0,0,66,0
MEG_2768/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,14,0,0,0,0
MEG_5767/Drugs/betalactams/Class_A_betalactamases/PER,40,30,0,0,56,34,0,0,0,18
MEG_6622/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,1,15,25,4,6,32,50,28,24,21
MEG_7116/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,30,21,12,37,77,88,44,64,96,95
MEG_8647/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACF,0,0,0,56,0,0,0,0,50,0
MEG_4094/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,0,0,0,0,30,26,22,24,0,0
MEG_6707/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_2112/Drugs/betalactams/Class_B_betalactamases/CPS,12,0,0,14,22,0,18,18,0,12
MEG_2841/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,32,0,0,0,0,64,0,0,0,0
MEG_6639/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULIII,0,0,0,16,32,0,0,0,0,0
MEG_7156/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,0,0,2,4,0,0
MEG_3750/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,0,0,0,0,0,112,0,0,290,0
MEG_7876/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,1,0,0,0
MEG_3143/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,0,44,22,0,78,22,0,26,0,0
MEG_7166/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,2,0,0,0,0,0,0,2,0,0
MEG_3201/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,22,0,15,0,35,63,29,27,89,0
MEG_4044/Drugs/MLS/Macrolide_phosphotransferases/MPHE,0,0,0,0,18,14,0,0,0,0
MEG_6864/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,6,0,0,0,0,0
MEG_10/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,573,407,695,598,1270,741,630,505,941,864
MEG_1490/Drugs/Cationic_antimicrobial_peptides/Cationic_peptide-resistant_16S_ribosomal_subunit_protein/CAP16S/RequiresSNPConfirmation,1173,1331,2214,1704,2700,3673,1944,2116,3742,2695
MEG_2946/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,112,94,241,171,184,260,150,158,170,148
MEG_4290/Drugs/betalactams/Mutant_porin_proteins/OMPR,5,0,0,0,0,0,0,0,0,0
MEG_5339/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,60,0,62,0,68,0,0,0
MEG_3203/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,120,144,236,202,299,378,230,234,251,213
MEG_2798/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,24,0,0,0,24,0,0
MEG_7003/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET50,0,0,0,38,0,0,0,0,0,0
MEG_5383/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,16,0,0,0,18,26
MEG_5356/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,47
MEG_1128/Drugs/Rifampin/Rifampin_ADP-ribosyltransferase_Arr/ARR,0,8,0,0,0,0,0,0,0,0
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,7,8,2,11,19,26,18,17,28,22
MEG_6744/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,2,0,0,0,0,0
MEG_7078/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,4,0,0,0,0,0,0,0,0
MEG_6887/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_8258/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRF,0,0,70,68,72,56,82,74,58,0
MEG_7131/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,155,29,36,59,52,145,77,62,201,167
MEG_391/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,10,0,0,0,0,0,0,0
MEG_7098/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,5,8,9,32,0,14,12,21,0,0
MEG_7231/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,2,7,2,6,0,0,4,0
MEG_4515/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,12,0,12,0,0,0,0,0
MEG_6729/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_6053/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RECGM,0,0,0,0,0,26,0,0,0,0
MEG_6595/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,0
MEG_7210/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,39,18,20,54,68,42,23,35,43,18
MEG_7117/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,14,12,21,12,28,32,30,22,43,50
MEG_7224/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,34,12,21,19,51,50,23,37,56,33
MEG_8677/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,31,32,67,43,85,74,44,76,78,50
MEG_5374/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,34,0,0,102,0,0,176,0
MEG_3610/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,0,0,0,0,0,0,8,0,0
MEG_2690/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBB,0,0,0,0,0,0,0,0,6,0
MEG_6631/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,0,0,4,0,8,0,8,0,3,0
MEG_7112/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,12,8,9,14,22,21,8,6,29,29
MEG_7092/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,6,0,7,13,14,7,24,15,8,0
MEG_7504/Drugs/Glycopeptides/VanD-type_regulator/VANSD,0,0,0,0,0,0,0,56,0,0
MEG_4843/Drugs/betalactams/Class_D_betalactamases/OXA,0,14,18,0,22,0,0,26,20,18
MEG_2145/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,2,0
MEG_2718/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/EMHC,0,0,14,28,0,0,0,0,0,0
MEG_1652/Biocides/Biguanide_resistance/Biguanide_cation_efflux/CEPAB,0,0,0,0,0,49,0,0,95,0
MEG_12/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,166,161,218,266,268,227,209,287,230,169
MEG_1737/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEA,0,0,0,0,28,0,0,0,24,0
MEG_3611/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,0,0,0,22,0,22,0,20,0
MEG_2724/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,0,0,0,0,0,20,0,0,35,0
MEG_7223/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,16,8,8,18,32,33,10,12,27,18
MEG_6598/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,0
MEG_1467/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/BLTR,0,0,0,12,0,0,0,0,0,0
MEG_7302/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,38,94,82,86,71,184,80,100,288,79
MEG_6579/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,0
MEG_2830/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,0,0,0,0,0,0,0,18,0
MEG_7883/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB/RequiresSNPConfirmation,0,0,0,0,0,70,0,0,117,0
MEG_7155/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,2,0,0,4,0,0
MEG_7153/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,4,0,0,0,0,0
