gene_accession,CRA08u_t2_M_BC,CRA10e_t2_M_BC,CRA06u_t2_M_BC,CRA07u_t2_M_BC,CRA06e_t2_M_BC,CRA10u_t2_M_BC,CRA08e_t2_M_BC,CRA09u_t2_M_BC,CRA07e_t2_M_BC,CRA09e_t2_M_BC
MEG_6156/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALA,36,0,0,0,0,54,60,0,0,0
MEG_6876/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,2,0,0,0,0,4
MEG_3621/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUP,0,0,0,0,0,0,56,0,0,0
MEG_4102/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/MUXC,42,0,0,0,0,0,0,0,41,0
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,30,0,11,26,0,0,30,0
MEG_7818/Biocides/Peroxide_resistance/peroxide_resistance_protein/YDEI,0,0,0,0,0,13,0,0,0,0
MEG_3991/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,365,97,180,172,176,225,114,160,175,63
MEG_432/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,7,0
MEG_3233/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,29,0,0,0,0
MEG_3899/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXA,0,0,0,0,0,14,0,0,0,0
MEG_5816/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,26,0,58,0,2,52,0,20,101,29
MEG_5332/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,20,0,42,0,34,53,15,36,32,6
MEG_7216/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,32,38,16,10,28,8,8,19,35
MEG_7470/Drugs/Glycopeptides/VanC_type_regulator/VANRC,0,18,0,69,10,166,22,105,184,242
MEG_2084/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,56,16,65,0,22,0,0,85,46,22
MEG_856/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_8251/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1405,1442,1631,1851,1554,2816,1289,1519,1584,1031
MEG_7608/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,24,0,123,0,31,81,76
MEG_2722/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRA,0,0,0,0,0,36,0,10,16,4
MEG_6108/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,179,244,115,210,0,265,231,642,294,88
MEG_6158/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,0,0,0,2
MEG_2789/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,19,4,0,3,6,1,8,28,47
MEG_6723/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_2443/Metals/Copper_resistance/Copper_resistance_regulator/CUER,3,0,6,0,0,18,0,0,4,0
MEG_5387/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,25,0,0,0,47,0,17,26,28
MEG_2501/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,1,0,0,0,0
MEG_3858/Metals/Mercury_resistance/Mercury_resistance_protein/MERC,0,0,0,0,0,4,0,0,0,0
MEG_6700/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_3242/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,485,391,493,607,389,847,414,480,451,453
MEG_3324/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,10,0,0,0,0
MEG_6094/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,74,44,96,36,60,79,59,92,227,119
MEG_6909/Drugs/betalactams/Class_A_betalactamases/TEM,0,8,4,2,67,2,2,0,14,9
MEG_5347/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,52,86,84,60,49,110,38,80,34,42
MEG_7017/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,12,85,0,0,0,0
MEG_972/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_1630/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,8,0,0,0,0,0,0,0
MEG_12/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,234,203,268,266,135,337,216,272,140,159
MEG_3979/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,254,776,628,791,456,1042,362,567,651,677
MEG_8741/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/YAJC,0,0,6,6,0,0,0,0,0,1
MEG_993/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,8,0,0,0,0,0,0
MEG_6120/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,141,0,0,0,0,404,0,170,0,0
MEG_8714/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET63,0,0,0,0,0,19,0,0,0,0
MEG_6682/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,2,0
MEG_7328/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/UGD,18,0,28,0,0,27,4,0,0,4
MEG_7257/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/TLRCM,0,0,0,0,0,108,0,0,0,0
MEG_788/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,1,0,0,0,0
MEG_8299/Drugs/betalactams/Class_D_betalactamases/OXA,34,0,0,0,0,24,0,0,0,0
MEG_730/Drugs/betalactams/Penicillin_binding_protein/AMPH,17,0,28,0,0,10,7,0,57,13
MEG_5831/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,0,3,0,0,0,0,0,0,0
MEG_6106/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,264,1032,528,1604,491,2280,316,1418,2415,2729
MEG_6880/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,14,2,0,0,0,2
MEG_989/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,6,26,0,0,0,22,22,20,14,0
MEG_1601/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,5,0,0,0,0,0,0,0
MEG_411/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,18,0,42,0,0,19,0,11,0,0
MEG_2952/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,14,0,45,0,0,0,0,40,34,0
MEG_382/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,0,0,0,0,0,6
MEG_6130/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,42,30,72,0,0,43,31,208,116,32
MEG_8449/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,48,0,17,0,0,0,0,22,0,4
MEG_2086/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,12,2,12,0,0,13,2,65,16,12
MEG_7905/Drugs/betalactams/Class_C_betalactamases/ACT,24,0,0,0,0,6,0,0,0,0
MEG_6895/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,2,0
MEG_1282/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,6,0,0,0,0
MEG_7222/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,6,0,2,0,0,0,0,0,0
MEG_7819/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/YDEO,0,0,0,0,0,17,0,4,0,0
MEG_6544/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,0,0,29,0,0,0,0,0,0,4
MEG_8232/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LPTD,36,0,41,0,0,0,0,156,139,17
MEG_3513/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,16,2,36,0,0,30,6,44,76,4
MEG_7045/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,153,221,190,216,239,299,173,130,163,294
MEG_6815/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_4290/Drugs/betalactams/Mutant_porin_proteins/OMPR,0,0,14,0,0,0,0,0,0,0
MEG_7607/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,49,0,142,0,38,116,86
MEG_6939/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,2,0,2,4
MEG_6803/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,2,2,0,2,0
MEG_890/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,14,0,0,0,13
MEG_2452/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/CUSR,0,0,0,0,0,33,0,34,0,0
MEG_7812/Metals/Iron_resistance/Iron_resistance_protein/YBTQ,0,0,0,0,0,16,0,16,0,0
MEG_1485/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/CADC,28,0,14,26,4,60,32,28,0,0
MEG_7220/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,4,0,0,2,0,4,0,0,0
MEG_3230/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,24,0,0,0,0
MEG_6859/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_1570/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,8,0,0,0
MEG_4026/Drugs/MLS/Macrolide_phosphotransferases/MPH,0,0,36,0,0,0,0,0,0,0
MEG_3512/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,34,0,75,0,0,0,2,0,32,32
MEG_5352/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,17,0,0,0,0,0,0,0,0
MEG_2686/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,0,7,0,0,0,0
MEG_6656/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHB,0,0,18,0,0,37,0,54,20,0
MEG_1211/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,5,0,10,0,0,8,0,15,22,0
MEG_7833/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YHCN,0,0,0,0,0,9,0,0,0,0
MEG_7086/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,28,35,19,4,2,303,98,41,33,10
MEG_6655/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHA,4,0,23,0,0,70,0,0,0,0
MEG_7041/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,194,198,217,200,209,296,138,135,126,274
MEG_3840/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,0,0,0,8,0,0,0,0
MEG_6936/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_6900/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,15,0,0,0,0,4
MEG_5344/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,15,0,0,0,0,0,0,19,0
MEG_6159/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,10,0,0,0,83,0,0,0,28
MEG_6930/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,4
MEG_8288/Drugs/betalactams/Mutant_porin_proteins/OMPA,81,47,143,0,0,87,32,272,268,42
MEG_7140/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,30,104,87,65,78,48,45,59,122,114
MEG_7042/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,222,261,270,279,266,435,211,198,208,399
MEG_6174/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEX,0,0,0,0,0,0,0,0,4,0
MEG_3170/Drugs/betalactams/Class_B_betalactamases/GRD,0,22,0,0,0,0,0,0,0,0
MEG_6618/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,6,5,4,6,6,45,16,12,2,6
MEG_3249/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,42,85,133,50,0,124,0,0,0,0
MEG_4174/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,0,0,0,0,15,0,0,0,0
MEG_5385/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,27,48,0,108,0,0,0,0
MEG_7208/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,0,0,10,6,0,6,6
MEG_7596/Drugs/Glycopeptides/VanA_type_accessory_protein/VANYA,0,0,0,27,0,0,0,0,4,6
MEG_2899/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,17,0,28,0,0,34,0,0,0,0
MEG_6121/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,174,172,227,138,236,253,161,184,259,174
MEG_6048/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/RCNA,0,0,0,0,0,23,0,0,0,0
MEG_7110/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,5,35,27,24,37,7,13,23,23,39
MEG_1730/Drugs/Lipopeptides/Daptomycin_resistant_mutant/CLS/RequiresSNPConfirmation,0,0,0,44,0,0,0,0,0,0
MEG_6115/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,106,107,0,159,0,111,108,96
MEG_5354/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,54,0,0,18,0
MEG_6625/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,16,12,5,18,9,87,42,50,1,11
MEG_7853/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ZNTA,61,0,38,0,0,128,0,0,0,17
MEG_5328/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,80,96,0,120,0,215,100,0,0,0
MEG_7227/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,4,0,2,0,0,0,0,0,0
MEG_1210/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,6,0,12,0,0,10,0,8,42,5
MEG_3253/Biocides/Acid_resistance/Acid_resistance_protein/HDEA,0,0,0,0,0,12,0,0,0,0
MEG_7103/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,24,74,78,53,40,66,33,54,97,89
MEG_2868/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,0,0,0,0,0,16,0,0,0,0
MEG_7341/Drugs/Glycopeptides/VanA_type_resistance_protein/VANA,0,0,0,0,0,0,0,0,0,3
MEG_6578/Biocides/Multi_biocide_resistance/Multi_biocide_SMR_efflux_pump/SUGE,0,0,2,0,0,2,0,0,0,0
MEG_7062/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,16,36,4,23,14,0,323,24,6
MEG_7485/Drugs/Glycopeptides/VanO_type_regulator/VANRO,0,0,0,0,0,16,0,0,0,0
MEG_1189/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,25,0,28,0,4,17,0,0,25,24
MEG_2446/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CUSA,0,0,0,0,0,139,0,42,0,0
MEG_3865/Metals/Mercury_resistance/Mercury_resistance_regulator/MERD,0,0,0,0,0,4,0,0,0,0
MEG_7217/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,45,36,18,24,34,12,10,24,36
MEG_6944/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_6691/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,2
MEG_7094/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,17,12,121,112,137,489,88,4,44,0
MEG_2145/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,9,2,0
MEG_6709/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,2,0
MEG_2124/Metals/Copper_resistance/Copper_resistance_protein/CRDA,0,0,26,10,0,0,0,0,0,0
MEG_4088/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/MTRR/RequiresSNPConfirmation,0,0,0,0,0,0,6,0,0,0
MEG_6623/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,0,0,2,0,0,0,0,0,0,0
MEG_757/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,0,0,4,0,0,0,0
MEG_3142/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,2,0,23,0,0,12,0,0,0,8
MEG_4002/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODA,23,0,53,0,0,17,0,34,10,1
MEG_7557/Drugs/Glycopeptides/VanA_type_resistance_protein/VANXA,0,0,0,12,0,0,0,0,0,2
MEG_3746/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,53,16,77,0,0,32,0,37,130,8
MEG_5337/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,76,113,58,122,26,118,47,57,79,34
MEG_6719/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,2,0,0,0,1,0
MEG_6871/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_2689/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBB,0,0,0,0,0,6,0,0,0,0
MEG_1142/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSA,0,0,0,0,0,0,0,0,0,11
MEG_2378/Drugs/betalactams/Class_A_betalactamases/CTX,10,46,4,0,2,2,103,1179,23,0
MEG_3752/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTF,0,0,0,0,0,113,0,0,0,0
MEG_7199/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,0,0,8,0,12,0,0,0,42
MEG_1177/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSRM,0,0,0,0,0,50,16,28,0,0
MEG_2792/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,19,2,6,37,6,6,10,29,37
MEG_6831/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_3984/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,185,330,491,419,370,455,297,149,281,289
MEG_2797/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,10,0,6,6,0,10,4,31,64
MEG_7167/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,4,0,4,0,0,4,0
MEG_6673/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,4,0
MEG_6886/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_2451/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CUSF,0,0,0,0,0,13,0,4,0,0
MEG_7033/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,6,19,0,0,2,0
MEG_1009/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,18,0,0,0,0,0,0,0,0
MEG_7274/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIBP,0,0,0,0,0,0,0,6,0,0
MEG_7622/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATB,0,0,0,24,0,0,0,0,0,0
MEG_6552/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS/RequiresSNPConfirmation,7,0,15,0,0,0,0,34,6,2
MEG_4194/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMJ,0,0,0,16,0,0,0,0,0,0
MEG_4276/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEC,0,0,33,0,0,108,28,0,0,0
MEG_6089/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,0,20,62,0,242,0,58,182,115
MEG_1019/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,6,42,3,29,91,20,0,30,44,54
MEG_4748/Drugs/betalactams/Class_D_betalactamases/OXA,60,0,0,0,0,0,56,0,0,0
MEG_2370/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,2,0,0,0,0
MEG_6020/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRS,0,0,0,0,0,3,0,0,0,0
MEG_3076/Biocides/Acid_resistance/Acid_resistance_protein/GADA,0,0,0,0,0,49,0,0,0,0
MEG_8247/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/MEXC1,0,0,0,0,0,20,0,0,0,0
MEG_7024/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,5,0,0,9,13,0,0,0,0
MEG_2733/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,0,0,0,0,0,31,0,0,0,0
MEG_5815/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTC,45,0,121,0,11,81,22,76,166,33
MEG_7082/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,45,48,35,8,7,398,120,61,45,18
MEG_6111/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,47,145,79,188,66,198,67,78,144,147
MEG_6963/Drugs/Tetracyclines/Tetracycline_resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,688,1568,1232,1657,892,2055,1065,1235,1615,1514
MEG_2790/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,8,2,0,5,0,4,6,14,9
MEG_7172/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,4,2,4,2,2,0,0,4,4
MEG_2524/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,2,0,0,0,0
MEG_74/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,10,0,0
MEG_2450/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CUSC,0,0,0,0,0,10,0,0,0,0
MEG_946/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_3980/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,321,509,613,576,456,1005,346,421,546,573
MEG_6140/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/RPOS,0,0,0,0,0,9,6,0,26,0
MEG_6821/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,2,0
MEG_1575/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,2,31,0,0,0,8,14,6,6,0
MEG_6637/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,12,13,4,25,14,72,29,18,2,13
MEG_7043/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,143,179,146,157,164,231,146,117,126,198
MEG_2896/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/FECE,0,0,0,0,0,0,0,0,0,1
MEG_7861/Metals/Zinc_resistance/Zinc_resistance_regulator/ZRAR,0,0,0,0,0,7,0,0,0,0
MEG_3882/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,0,0,0,32,0,26,0,30,12,16
MEG_4172/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,0,0,0,0,0,13,0,0,0,0
MEG_6670/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_6124/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,49,91,106,94,76,169,57,88,135,138
MEG_3288/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,0,0,0,0,6,0,14,10,2
MEG_1000/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,26,0,0,0,0,0,0
MEG_2844/Drugs/MLS/23S_rRNA_methyltransferases/ERMR,16,100,6,62,25,77,34,50,162,115
MEG_3663/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARR,4,0,5,0,0,19,0,3,2,1
MEG_6546/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,10,28,23,0,0,25,0,15,0,9
MEG_991/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,3,0,0,0,0,5,0
MEG_4810/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,22,0,0,0,0
MEG_2093/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORD,6,0,0,0,0,9,0,3,0,0
MEG_1151/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,12,0,37,0,36,10,0,0,47,28
MEG_405/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,20,0,63,0,0,56,0,40,67,0
