gene_accession,COR03u_t2_M_ON,COR02e_t2_M_ON,COR01u_t2_M_ON,COR01e_t2_M_ON,COR05e_t2_M_ON,COR04e_t2_M_ON,COR03e_t2_M_ON,COR05u_t2_M_ON,COR04u_t2_M_ON,COR02u_t2_M_ON
MEG_7919/Drugs/betalactams/Class_C_betalactamases/ADC,0,0,0,0,0,0,0,0,16,0
MEG_6122/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,83,0,0,0,45,58,32,23,83
MEG_4208/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,0,0,0,18,0,62,48,64
MEG_8063/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,12,0,0
MEG_3252/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/HASF,0,178,0,0,0,0,112,0,0,0
MEG_7667/Drugs/betalactams/Class_A_betalactamases/VEB,0,23,0,0,0,0,0,0,0,0
MEG_7151/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,24,0,20,3,6,5,0,2,45
MEG_2828/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,0,0,0,0,20,0,0,0,0
MEG_4573/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,8,0
MEG_6135/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,55,98,0,0,0,45,24,26,32,114
MEG_7222/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,18,5,43,5,6,8,12,2,42
MEG_405/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,0,0,0,0,0,30,0,0,0
MEG_6616/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,20,0,0,0,0,2,0
MEG_3862/Metals/Mercury_resistance/Mercury_resistance_regulator/MERD,0,0,0,1,0,0,0,0,0,0
MEG_3978/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,771,1765,914,1469,465,707,586,697,399,1743
MEG_3907/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXD,0,37,0,0,0,0,0,0,0,0
MEG_6908/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7056/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,7,131,14,34,0,13,16,4,19,10
MEG_2879/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,0,20,4,0,0,14,4,8,14,18
MEG_679/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADEC,0,0,0,0,0,22,0,0,42,0
MEG_1467/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/BLTR,0,0,0,0,0,0,0,0,12,0
MEG_414/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,0,0,0,0,0,11,0,22,0
MEG_7817/Biocides/Paraquat_resistance/Paraquat_efflux_pump/YDDG,0,0,0,0,0,0,0,38,0,0
MEG_8142/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GRLA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,22,60
MEG_6958/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERD,0,26,14,0,10,16,0,0,0,0
MEG_6181/Drugs/betalactams/Class_B_betalactamases/SFB,0,0,0,0,0,0,0,0,18,0
MEG_6099/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,72,226,49,0,66,76,159,99,34,192
MEG_4057/Drugs/Lipopeptides/Daptomycin_resistant_mutant/MPRFD/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,86,0
MEG_1655/Metals/Chromium_resistance/Chromate_ABC_efflux_pump/CEUE,0,0,0,0,0,230,0,0,586,0
MEG_3194/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,23,44,0,0,0,49,0,0,27,71
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,16,82,18,36,2,18,19,4,30,14
MEG_3245/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,330,1044,220,0,287,468,531,383,290,1123
MEG_6112/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,145,262,94,144,101,137,177,168,131,349
MEG_5333/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,39,0,30,36,28,89
MEG_3248/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,26,0,0,20,0,40,0,0,68
MEG_2476/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZNA,0,0,0,0,0,0,0,0,54,0
MEG_1742/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEC,0,0,0,0,0,0,0,28,0,0
MEG_805/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_737/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_6924/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_1722/Metals/Copper_resistance/Copper_resistance_protein/CINA,0,34,0,0,0,30,0,18,0,94
MEG_895/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,4,0,0,0,0,0,0
MEG_947/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_5339/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,176,0,0,0,92,0,54,120,168
MEG_7511/Drugs/Glycopeptides/VanE_type_regulator/VANSE,0,0,0,0,0,34,0,48,32,0
MEG_2992/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,86,0,0,18,18,22,0,8,70
MEG_3065/Drugs/Fusidic_acid/Fusidic_acid_resistant_mutation/FUSA/RequiresSNPConfirmation,517,1636,326,319,443,614,797,607,352,1890
MEG_6618/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,33,28,27,81,14,12,10,6,15,78
MEG_3187/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,42,0,0,0
MEG_4772/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,7,0,0,0,0,0,0
MEG_3315/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,12,0
MEG_7814/Metals/Copper_resistance/Copper_resistance_protein/YCNJ,0,0,0,0,0,0,0,0,50,0
MEG_8069/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,18,0
MEG_800/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,4,0,0,0,0,0,0
MEG_4281/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,0,2,0,14,4,0,0
MEG_7330/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,0,0,0,0,0,0,96,82,0,0
MEG_995/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,34,0,0,0,56,0,30,0
MEG_2676/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,0,0,2,0,0,0
MEG_6963/Drugs/Tetracyclines/Tetracycline_resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,1620,4131,1488,1964,1333,1596,2726,2276,1125,5317
MEG_6594/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,3,1,9,0,0,0,0,0,0
MEG_5330/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,96,0,142,152,390
MEG_410/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,0,0,0,0,0,0,61,0,0,0
MEG_3946/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/MGTA,0,0,0,0,0,0,96,0,0,0
MEG_7016/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,49,0,0,39,14,0,0,150
MEG_6710/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_4203/Biocides/Paraquat_resistance/Paraquat_resistance_protein/NMPC,0,0,0,0,0,0,20,0,6,0
MEG_7230/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,26,88,21,76,22,23,47,33,18,103
MEG_7110/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,54,272,71,265,74,78,175,99,56,255
MEG_8017/Drugs/betalactams/Class_A_betalactamases/CME,0,0,0,0,0,0,0,0,30,0
MEG_5353/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,22,0,45,30,0,0
MEG_8678/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,140,443,156,46,131,288,167,183,90,540
MEG_1045/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,16,103,14,74,15,19,30,15,12,140
MEG_3441/Drugs/betalactams/Class_B_betalactamases/JOHN,0,0,0,0,0,0,0,0,76,0
MEG_916/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_4287/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,0,0,0,0,30,0,14,0
MEG_8252/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1049,2417,772,2354,522,1439,702,815,505,4859
MEG_6961/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERZ,0,0,0,0,0,52,0,32,20,50
MEG_7120/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,19,93,15,84,17,35,58,38,9,97
MEG_1301/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,0,0,0,72,0
MEG_1544/Drugs/betalactams/Class_A_betalactamases/CARB,0,0,0,53,0,0,0,0,17,46
MEG_1000/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,14,26,0,0,0,0
MEG_7046/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,127,426,104,335,111,222,137,112,103,445
MEG_5370/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,83,0,0,123,106,0
MEG_6964/Drugs/Tetracyclines/Tetracycline_resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,6721,21373,4260,9719,4231,5942,12798,8659,3821,23413
MEG_6762/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_4845/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,3,0,0,0,0,16,0
MEG_1251/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,0,0,0,0,0,0,10,0
MEG_3237/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,95,291,101,0,51,123,214,226,74,505
MEG_3316/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,8,0
MEG_2734/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EMRR,0,0,0,0,0,0,17,10,11,0
MEG_1216/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,0,80,0,0,12,30,0,38,22,0
MEG_3324/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,14,10,16,0
MEG_3662/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,0,0,0,0,0,0,14,0,0,0
MEG_2806/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,6,48,4,28,2,8,18,19,2,22
MEG_1191/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,0,0,0,0,0,0,18,21,0,0
MEG_5359/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,54,0,0,0,0,34,0,0,0
MEG_6125/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,233,642,174,336,168,474,257,204,180,1471
MEG_3202/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,99,0,0,71,242
MEG_3867/Metals/Mercury_resistance/Mercury_resistance_protein/MERE,0,1,0,0,0,0,0,0,0,0
MEG_1585/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,12,0,0,10,0
MEG_6593/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,1,2,4,0,0,0,0,0,0
MEG_7043/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,146,523,124,364,192,289,173,150,89,611
MEG_7141/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,62,188,51,294,28,41,101,89,34,199
MEG_381/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/ABUO,0,0,0,0,0,0,0,0,20,0
MEG_7237/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,88,14,64,8,12,50,25,14,93
MEG_6588/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,4,0,0,0,0,0,0
MEG_8246/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFJ,0,0,0,0,0,0,0,28,58,36
MEG_6684/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_990/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,70,36,0,44,50,80
MEG_5365/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,8,0,0,0,0,53,37,0,0
MEG_7316/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,99,314,96,260,125,128,152,85,86,429
MEG_8162/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,8,0,0
MEG_706/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET2,0,0,0,0,0,0,0,10,14,0
MEG_1091/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,11,132,21,74,4,40,33,23,10,159
MEG_1001/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,0,45,0,24,0
MEG_3447/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KDEA,0,0,0,0,0,0,49,10,0,0
MEG_4666/Drugs/betalactams/Class_D_betalactamases/OXA,0,16,0,0,0,0,0,0,0,0
MEG_4750/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,22,0,24,56,0
MEG_2493/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,1,0,0,0,0,0,0
MEG_5415/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/PCM,0,0,0,0,0,14,0,22,0,0
MEG_1002/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,32,0,18,14,0
MEG_7532/Drugs/Glycopeptides/VanG_type_resistance_protein/VANTG,0,0,0,0,0,0,0,0,56,0
MEG_998/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,82,44,76,68,96
MEG_8141/Drugs/Aminoglycosides/Gentamicin_resistant_ATP_binding_protein/GRDA,0,0,0,0,0,0,0,14,0,0
MEG_2724/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,0,0,0,0,0,0,34,22,0,0
MEG_6925/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_5349/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,423,0,0,0,0,0,144,70,0
MEG_517/Drugs/betalactams/Class_C_betalactamases/ADC,0,0,0,0,0,0,0,0,12,0
MEG_2848/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,9,0,0,0,0,340,0,310,1030,0
MEG_318/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,6,18,0
MEG_7174/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,6,22,6,52,10,12,15,17,8,56
MEG_6636/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,69,30,23,123,12,21,16,15,12,115
MEG_934/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,12,0
MEG_8648/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACG,0,0,0,0,8,0,0,0,0,2
MEG_8675/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOCR/RequiresSNPConfirmation,700,1713,739,462,576,852,1576,1069,493,2744
MEG_3138/Drugs/betalactams/Class_B_betalactamases/GIM,0,0,0,0,0,0,0,0,10,0
MEG_2439/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CUEA,0,0,0,0,0,104,116,72,0,0
MEG_3985/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,259,611,304,323,252,323,426,444,220,913
MEG_4801/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,72,0,0
MEG_5390/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,35,0,0,0,15,0,39,34,23,62
MEG_4204/Biocides/Paraquat_resistance/Paraquat_resistance_protein/NMPC,0,0,0,0,0,0,15,10,2,0
MEG_7689/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/VGAD,0,0,0,0,0,0,0,0,78,0
MEG_3235/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,132,0,0,108,423
MEG_2491/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,8,0
MEG_1641/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/CDEA,0,0,0,0,0,0,0,0,52,0
MEG_5263/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,12,0
MEG_3829/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFE,0,0,0,0,0,0,0,0,32,0
MEG_6592/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,2,0,5,0,0,0,0,0,0
MEG_3234/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,14,10,0,0
MEG_1732/Drugs/Lipopeptides/Daptomycin_resistant_mutant/CLS/RequiresSNPConfirmation,0,0,0,0,26,0,0,0,68,0
MEG_6557/Drugs/betalactams/Class_B_betalactamases/SPS,0,0,0,0,0,0,0,0,16,0
MEG_8691/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALE,0,0,0,0,36,36,0,0,80,0
MEG_973/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_7267/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/TOLC,0,0,0,0,0,0,24,0,0,0
MEG_4127/Metals/Multi_metal_resistance/Multi_metal_MFS_efflux_regulator/NCRY,0,0,0,0,0,0,0,0,4,0
MEG_8243/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFD,0,0,0,0,0,26,0,0,54,0
MEG_2791/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,5,13,4,26,2,8,9,14,4,8
MEG_5269/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,10,0
MEG_703/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADER,0,0,0,0,20,0,0,40,46,0
MEG_6730/Drugs/betalactams/Class_A_betalactamases/TEM,4,0,0,2,0,0,0,0,0,0
MEG_7802/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/VMLR,0,0,0,0,0,0,0,0,64,0
MEG_7482/Drugs/Glycopeptides/VanL_type_regulator/VANRI,0,0,0,0,0,34,0,0,40,0
MEG_2780/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,0,0,0,26,0,10,16,0
MEG_68/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC3_PRIME,0,0,0,0,0,0,0,0,8,0
MEG_3243/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,87,215,111,0,90,0,208,0,64,354
MEG_6611/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,6,2,3,0,0,0,0,0,0
MEG_5772/Biocides/Peroxide_resistance/peroxide_resistance_regulator/PERR,0,26,0,0,0,0,0,18,12,26
MEG_1096/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,9,131,37,79,5,28,33,23,6,126
MEG_7086/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,147,160,60,451,56,53,32,74,36,118
MEG_6/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,4323,14462,3877,8297,4795,6382,4865,5371,3594,16053
MEG_7239/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TETX,0,0,0,0,0,0,0,0,16,0
MEG_7213/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,33,150,44,146,36,60,75,53,22,265
MEG_8706/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_7446/Drugs/Glycopeptides/VanN_type_resistance_protein/VANN,0,0,0,0,0,52,0,0,0,0
MEG_5126/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,14
MEG_5144/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,10
MEG_6606/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,2,0,9,0,0,2,0,0,0
MEG_6630/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,58,47,12,104,16,11,25,27,14,113
MEG_3200/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,358,1027,207,108,198,302,574,379,237,1216
MEG_3236/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,69,0,0,0,0,0,27,34,59
MEG_7971/Drugs/Mycobacterium_tuberculosis_specific_Drug/Isoniazid_resistant_mutant/AHPC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,1
MEG_2732/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,0,0,0,0,0,0,0,8,14,0
MEG_7204/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETU,0,0,0,0,0,0,0,0,16,0
MEG_3295/Drugs/Mupirocin/Mupirocin_resistant_isoleucyl_tRNA_synthetase/ILES,687,1764,864,582,588,793,1621,1235,507,2998
MEG_1491/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/CARA,0,230,108,0,0,0,0,0,0,288
MEG_6810/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,1,0,0,0,0,0,0
MEG_3028/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSX,0,30,0,0,18,0,0,10,18,0
MEG_3273/Drugs/Multi_drug_resistance/Multi_drug_MFS_efflux_pumps/HP,0,0,0,0,0,32,0,42,60,0
MEG_5389/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,141,0,0,0,58,134,0,0,246
MEG_5419/Metals/Copper_resistance/Copper_resistance_protein/PCOC,0,0,0,0,4,0,0,0,0,0
MEG_7223/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,40,123,36,82,45,52,53,49,10,122
MEG_6609/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,6,0,0,0,0,0,0
MEG_8062/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,24,76,0,14,54,0
MEG_7868/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,0,0,0,0,0,0,11,0,0,0
MEG_8165/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,28,0
MEG_8144/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,16,54,8,0,18,23,16,8,22,42
MEG_8145/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,111,0
MEG_6546/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,22,54,24,0,14,34,0,0,0,0
MEG_3214/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,351,1031,200,0,196,379,543,491,278,1015
MEG_5323/Drugs/Pleuromutilin/Pleuromutilin_resistant_23S_rRNA_mutation/P23S/RequiresSNPConfirmation,0,47,0,0,0,69,0,0,97,0
MEG_2133/Drugs/Fluoroquinolones/Fluoroquinolone_resistance_phosphotransferase/CRPP,0,0,2,0,0,0,0,0,0,0
MEG_8651/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACL,0,0,0,0,0,0,1,0,0,0
MEG_5357/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,22,0
