gene_accession,CAC04u_t2_M_AB,CAC04e_t2_M_AB,CAC05u_t2_M_AB,CAC05e_t2_M_AB,CAC02u_t2_M_MB,CAC03u_t2_M_MB,CAC02e_t2_M_MB,CAC01u_t2_M_AB,CAC01e_t2_M_AB,CAC03e_t2_M_MB
MEG_3764/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTO,58,0,0,0,15,26,11,0,0,0
MEG_4342/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,4,0,0
MEG_3187/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,33,0,0,0,41,38,37,0,38,24
MEG_1186/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AXY,0,0,0,0,0,0,0,0,0,26
MEG_6592/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,2,1,0,0,0,0,0,0,0,0
MEG_3980/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1046,808,560,456,1169,619,713,965,1904,886
MEG_137/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,12
MEG_5373/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,427,224,201,177,313,160,201,862,895,210
MEG_6938/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_7167/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,12,4,16,4,8,4
MEG_2797/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,4,4,4,10,13,0
MEG_4129/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/NCZA,0,0,0,0,0,0,0,0,0,66
MEG_7821/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEA,0,24,0,22,0,30,37,16,23,20
MEG_2446/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSA,100,0,0,0,46,64,49,0,0,72
MEG_7027/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,20,0,0
MEG_7044/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,240,191,141,160,241,226,246,156,262,292
MEG_3856/Metals/Mercury_resistance/Mercury_resistance_protein/MERB,0,0,0,0,16,0,0,0,0,0
MEG_8154/Drugs/Spiropyrimidinetriones/Zoliflodacin-resistant_DNA_topoisomerases/GYRBZ/RequiresSNPConfirmation,394,190,139,288,374,212,155,307,662,219
MEG_6505/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILF,0,0,0,0,0,0,0,0,0,2
MEG_3648/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAE,0,0,0,0,0,0,0,16,0,28
MEG_5355/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,29,0,0,19,30,0
MEG_3975/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1156,1016,667,589,1363,741,844,1155,2254,826
MEG_5828/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACE,0,0,4,1,0,0,0,0,0,0
MEG_2479/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CZRA,0,0,0,0,0,0,0,64,0,94
MEG_364/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,24,0,0,0,0,26,0,0
MEG_3513/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,52,12,0,0,30,10,30,29,38,31
MEG_4170/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKC,75,20,0,0,57,19,26,0,47,40
MEG_5363/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,22,0,0,0,28,0,24,19,40,0
MEG_1169/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSM,0,0,0,0,0,0,0,0,0,30
MEG_3199/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,242,122,158,88,317,133,193,194,384,257
MEG_2730/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRD,38,0,0,0,24,12,24,12,28,36
MEG_4160/Metals/Chromium_resistance/Chromium_resistance_protein/NFSA,28,0,0,0,6,2,2,11,0,16
MEG_4095/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,193,149,78,94,128,106,115,128,129,157
MEG_10/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,888,747,675,517,1083,725,471,1013,1378,702
MEG_3656/Drugs/betalactams/Class_A_betalactamases/M1,0,0,0,0,28,0,0,0,0,0
MEG_1620/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,22,17,52,10,78,88,91,8,42,68
MEG_6129/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,128,86,117,177,130,131,97,235,136
MEG_5819/Drugs/Fosfomycin/Fosfomycin_target_mutation/PTSL/RequiresSNPConfirmation,435,219,143,148,250,171,195,216,449,292
MEG_8695/Drugs/betalactams/Class_C_betalactamases/SFDC,0,0,0,0,0,0,0,0,76,0
MEG_3185/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,102,0,0
MEG_3636/Drugs/betalactams/Class_B_betalactamases/LRA,0,0,0,0,0,0,0,42,0,74
MEG_8035/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/CPRR,0,0,0,22,42,0,0,28,43,48
MEG_8677/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,168,155,145,98,206,106,188,109,159,174
MEG_4343/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,7,0,0
MEG_890/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,1,1,0,0,0,0
MEG_1203/Drugs/betalactams/Class_B_betalactamases/BCII,0,0,0,14,0,0,0,14,0,24
MEG_2035/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/COPAM,0,0,0,0,0,0,0,52,0,78
MEG_7688/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGAB,0,102,0,92,0,104,0,108,252,170
MEG_4515/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,24
MEG_5208/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,4,0,0,0,0,0,0
MEG_4798/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,38
MEG_7245/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETY,0,44,60,48,101,72,7,0,23,189
MEG_7070/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,855,640,649,671,874,751,851,586,1102,1168
MEG_3224/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,100,112,81,119,126,96,127,79,202,139
MEG_4059/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MREA,0,0,0,0,0,0,0,4,0,0
MEG_3835/Drugs/Multi-drug_resistance/Multi-drug_MATE_efflux_pump/MEPB,0,72,0,0,0,0,0,66,0,0
MEG_6175/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEY,106,46,0,0,76,0,82,43,124,137
MEG_3176/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,86,0,0,0,98,0,0,102,0,0
MEG_6069/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/RMTE,0,0,0,0,0,0,0,0,0,12
MEG_7038/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,189,128,131,125,163,137,158,121,167,201
MEG_3842/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,4,0,0,0,7,0,0,0,0
MEG_3225/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,28,0,0,0,72,66,0
MEG_7065/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,66,39,41,58,39,62,48,22,31,48
MEG_3620/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUG,0,0,0,0,0,0,0,52,0,24
MEG_7851/Metals/Zinc_resistance/Zinc_resistance_protein/ZITB,42,0,0,0,0,6,6,0,0,9
MEG_7520/Drugs/Glycopeptides/VanM-type_regulator/VANSM,0,54,0,0,0,62,22,38,66,86
MEG_6570/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,0,0,0,2,0,0,0
MEG_8150/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,53,37,0,0,47,0,48,54,142,78
MEG_1686/Drugs/betalactams/Class_A_betalactamases/CFX,10,0,0,0,10,0,0,14,0,0
MEG_7107/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,10,4,18,18,71,25,31,33,37,32
MEG_7104/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,62,52,111,52,359,265,248,131,253,260
MEG_8087/Biocides/Aldehyde_resistance/Aldehyde_degradation/FORMA,34,36,23,0,0,19,23,14,0,9
MEG_4008/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,14,0,0,0,0,14,0,0,0,18
MEG_4377/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/OSCA,4,2,0,2,0,0,0,0,1,0
MEG_5344/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,21,0,0,0,0
MEG_1638/Drugs/betalactams/Class_A_betalactamases/CBP,114,74,64,40,116,68,68,50,0,0
MEG_4294/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/OPMH,0,0,0,0,0,0,0,18,0,17
MEG_7210/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,30,28,12,6,103,48,47,24,41,70
MEG_3255/Biocides/Acid_resistance/Acid_resistance_protein/HDEB,0,0,0,0,0,4,0,0,0,0
MEG_3278/Metals/Copper_resistance/Copper_resistance_protein/HPCOPP,0,6,24,20,22,8,18,0,28,18
MEG_3291/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,13,0,0,0,2,14,10,0,8,6
MEG_6956/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERB,0,0,0,0,6,0,0,0,0,0
MEG_4011/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,130,0,0,0,0,0,0,0,168,84
MEG_8250/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1939,1931,1110,1902,2022,1255,1007,1997,3556,1793
MEG_2552/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,8,0,0,0,0
MEG_1225/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/BEPE,0,62,0,61,44,135,77,55,144,267
MEG_7055/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETBP,146,0,0,0,106,46,0,90,100,0
MEG_7297/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_regulator/TTGT,0,0,0,0,0,0,0,8,0,0
MEG_7314/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,64,73,32,51,46,69,33,51,180,59
MEG_8253/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1140,1139,639,1102,1186,743,558,1037,1959,1019
MEG_2736/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRY,35,0,0,0,0,0,18,0,0,0
MEG_7859/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUC,16,6,0,0,8,8,6,0,0,18
MEG_8248/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXD1,0,0,0,0,0,0,0,0,0,134
MEG_2087/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,35,0,4,4,9,6,8,8,19,27
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,78,26,18,26,32,36,14,18,16,30
MEG_1175/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,0,0,6,0,0,0,0,0,0,0
MEG_3597/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LMRD,186,96,58,0,160,0,0,98,0,0
MEG_1048/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,0,0,0,0,14,0,0,0
MEG_3991/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,94,115,103,135,100,147,72,137,162,227
MEG_2019/Metals/Copper_resistance/Copper_resistance_protein/COPA,56,0,0,0,0,34,38,39,83,87
MEG_7977/Drugs/betalactams/Class_A_betalactamases/AXC,0,0,0,0,0,0,0,0,22,0
MEG_3890/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,14,0,0
MEG_7268/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLCSM,0,0,0,4,0,0,0,0,0,0
MEG_5377/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,176,0,0,138,191,0
MEG_1276/Drugs/betalactams/Class_C_betalactamases/BLAEC,18,0,0,0,0,0,4,0,0,0
MEG_1145/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSB,26,22,0,0,0,0,23,0,32,45
MEG_729/Drugs/betalactams/Penicillin_binding_protein/AMPH,32,0,0,0,10,7,18,0,24,30
MEG_6612/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,1,0,2,2,0,4,0,0,14
MEG_3184/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,343,231,159,171,310,203,263,218,320,252
MEG_6173/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEB,86,57,0,0,107,53,66,0,136,74
MEG_7118/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,49,26,46,30,185,110,135,56,107,107
MEG_6532/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/SMR,0,0,0,16,0,0,0,0,6,0
MEG_7042/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,368,278,273,224,346,324,290,193,367,484
MEG_7446/Drugs/Glycopeptides/VanN-type_resistance_protein/VANN,0,0,0,0,0,34,0,0,0,0
MEG_6049/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RCNB,13,0,0,0,0,0,0,0,0,0
MEG_352/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,22,19,0,0,51,0,0
MEG_7043/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,242,156,177,139,214,170,248,137,240,278
MEG_2687/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,10,0,0,0,0,0,0,0,0,4
MEG_6524/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,2,0,0,0,0,0,0,0
MEG_4031/Drugs/MLS/Macrolide_phosphotransferases/MPHB,0,0,0,0,0,0,0,0,0,62
MEG_3220/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,75,42,0,0,0,0,48,0,27,24
MEG_2452/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/CUSR,13,0,0,0,19,14,0,7,21,10
MEG_456/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,2,0,0
MEG_6572/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SSME,0,0,0,0,0,0,3,0,0,0
MEG_2447/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSB,40,0,0,0,14,9,0,0,0,0
MEG_3854/Metals/Mercury_resistance/Mercury_resistance_protein/MERB,0,0,0,0,0,0,0,12,0,0
MEG_342/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,8,0,0,0,18,0
MEG_6539/Biocides/Multi-biocide_resistance/Multi-biocide_MFS_efflux_pump/SMVA,14,0,0,0,0,0,0,0,0,85
MEG_11/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1476,1031,1013,964,1516,935,846,1675,2857,1249
MEG_7473/Drugs/Glycopeptides/VanC-type_regulator/VANRC,0,14,0,0,0,0,0,18,0,0
MEG_6582/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,34,12,19,6,80,8,16,2,16,16
MEG_1550/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,0,0,0,0,0,0,0,0,16
MEG_6595/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,2,0,0,0,0,0,0,0,2
MEG_2841/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,32,18,26,0,0,0,0,0,0,0
MEG_3795/Drugs/betalactams/Penicillin_binding_protein/MECB,0,54,0,0,0,0,0,54,0,50
MEG_6095/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,94,0,0,98,119,0,115,157,0
MEG_6626/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,59,34,25,5,132,36,36,2,16,46
MEG_7309/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,408,340,216,208,308,184,265,183,389,364
MEG_7504/Drugs/Glycopeptides/VanD-type_regulator/VANSD,0,0,0,0,0,0,0,0,106,80
MEG_6558/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SRMB,0,0,0,0,0,0,0,184,0,179
MEG_6133/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,152,78,122,75,139,115,94,164,297,117
MEG_269/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,6
MEG_8143/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GRLB/RequiresSNPConfirmation,30,0,0,13,37,0,29,56,43,27
MEG_2806/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,6,0,16,36,0,12,12,8,10
MEG_3010/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,0,0,0,0,12,0,0
MEG_2832/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,22,0,0,0,0,0,0,0,0
MEG_7682/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGA,0,0,0,0,0,0,0,120,0,0
MEG_6118/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,476,384,350,336,685,303,322,1461,1794,341
MEG_999/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,0,0,0,0,0,14,12
MEG_7274/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIBP,0,0,0,0,0,0,0,0,0,8
MEG_5386/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,156,0,0,0,0,88
MEG_6543/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,4,0,0,2,0,4,0,2,8,2
MEG_1574/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,8,0,0,0,0,0,0,10,0
MEG_2689/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBB,14,0,0,0,0,2,0,0,0,2
MEG_7802/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VMLR,0,0,0,0,0,0,0,92,0,0
MEG_1054/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,12,2,0,15,11,12,16,3,14,41
MEG_7822/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEA,0,0,10,24,18,24,29,0,33,0
MEG_2994/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,2,0,0
MEG_6098/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,151,113,100,89,144,67,122,196,305,123
MEG_2867/Biocides/Acid_resistance/Acid_resistance_regulator/EVGA,7,0,0,0,6,10,2,0,0,0
MEG_7811/Metals/Iron_resistance/Iron_resistance_protein/YBTP,0,0,0,0,4,0,24,0,0,0
MEG_3315/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,10,0,0,0,0
MEG_3203/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,416,263,245,236,325,312,346,320,414,341
MEG_7864/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/ZRAS,28,0,0,0,0,17,10,0,0,4
MEG_6096/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,108,0,0,106,0,0,0,148,115
MEG_8254/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1552,1519,859,1477,1590,1037,773,1551,2754,1463
MEG_3976/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,9306,10538,10533,9067,9729,9074,10116,10988,11186,14768
MEG_2731/Drugs/Multi-drug_resistance/Multi-drug_SMR_efflux_regulator/EMRE,0,0,0,18,0,12,0,0,26,24
MEG_1085/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,13,6,4,12,15,16,8,4,16,52
MEG_2802/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,1,0,4,0,6,0,0,4
MEG_2895/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECD,21,0,0,0,0,0,0,0,0,0
MEG_8442/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,10,0,0
MEG_6516/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITD,0,0,0,0,0,0,65,0,102,0
MEG_5392/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,252,115,124,123,184,98,116,181,307,130
MEG_402/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,52,0,0,0,68,23,47,38,66,96
MEG_6591/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,6,2,0,9,0,0,0
MEG_7092/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,0,9,4,0,23,23,44,27,47,68
MEG_5396/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARY,716,612,384,360,818,405,422,611,1358,486
MEG_2881/Drugs/betalactams/Class_A_betalactamases/FAR1,0,0,0,0,0,0,0,0,0,30
MEG_7215/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,32,24,12,16,120,60,65,16,36,94
MEG_7972/Drugs/betalactams/Class_B_betalactamases/AIM,0,0,0,0,0,0,0,0,0,12
MEG_6092/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,29,0,0,0,0,0,0,33,75,37
MEG_3271/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/HNS,28,14,0,0,11,7,10,33,35,17
MEG_8723/Drugs/Pleuromutilin/Pleuromutilin-resistant_23S_rRNA_mutation/UL3/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,16
MEG_7225/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,42,18,4,0,80,38,60,26,80,44
MEG_4101/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/MUXB,0,64,0,0,88,0,47,61,148,136
MEG_5425/Metals/Copper_resistance/Copper_resistance_regulator/PCOS,14,0,0,0,0,0,0,0,10,0
MEG_7839/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_SMR_efflux_pump/YKKC,0,0,0,0,0,0,0,0,0,4
MEG_7057/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,62,19,18,43,38,24,21,17,25,31
MEG_4173/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,28,0,0,0,13,16,14,0,0,10
MEG_3756/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTI,19,0,0,0,12,16,8,0,2,0
MEG_2868/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,32,0,0,0,14,0,0,0,0,0
MEG_7884/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,22,0,0,0,0,0,10,8,0,9
MEG_7026/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,8,74,10,0,0,15
MEG_2833/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,24,22,0,0,12,0,0,20,0
MEG_3142/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,4,0,0,0,0,2,11,0,0,9
MEG_7018/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,14,72,4,0,0,10
MEG_313/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,6,14,0
MEG_5772/Biocides/Peroxide_resistance/peroxide_resistance_regulator/PERR,0,14,14,14,0,0,12,26,24,24
MEG_355/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,10
MEG_1014/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,24,0,0,24,0,0,0,28,58,0
MEG_7609/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,0,0,0,0,0,0,0,0,0,10
MEG_5387/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,30,0,0,0,45,0,25,0,63,0
MEG_2454/Metals/Copper_resistance/Copper_resistance_protein/CUTA,19,0,0,0,50,0,38,0,0,40
