gene_accession,HBB06e_t2_M_BC,HBB06u_t2_M_BC,HBB07u_t2_M_BC,HBB07e_t2_M_BC,HBB10e_t2_M_BC,HBB08e_t2_M_BC,HBB09e_t2_M_BC,HBB08u_t2_M_BC,HBB09u_t2_M_BC,HBB10u_t2_M_BC
MEG_5801/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/PMRF,0,0,12,0,5,0,0,0,16,22
MEG_1282/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,2,0,0,0,0,0
MEG_6890/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,2,0,4,4
MEG_282/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,26,0,0
MEG_6974/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET33,0,0,0,2,0,0,0,0,0,0
MEG_2499/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,2,0,0,0,0
MEG_6742/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,2
MEG_5786/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_regulator/PHOR,0,0,0,0,8,0,0,0,0,0
MEG_6103/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,121,91,168,345,308,147,188,346,213
MEG_1566/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,29,0
MEG_6123/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,74,101,125,89,140,105,88,52,146,164
MEG_895/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_3251/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRC/RequiresSNPConfirmation,456,488,751,424,657,555,467,479,495,949
MEG_7018/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,0,0,12
MEG_3296/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/ILES/RequiresSNPConfirmation,123,75,120,185,271,260,149,200,383,309
MEG_6809/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3975/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,334,300,479,510,436,595,270,434,691,651
MEG_2086/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,0,0,0,8,10,0,12,0,0,4
MEG_4211/Drugs/Multi-drug_resistance/Multi-drug_MFS_efflux_pumps/NORBD,0,0,0,0,0,0,0,54,0,161
MEG_8254/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,453,649,377,405,539,418,411,485,683,903
MEG_3610/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,0,0,0,7,0,25,0,0,14
MEG_3981/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1185,1677,3183,1874,3497,1527,1979,2555,1514,2027
MEG_1463/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BLT,0,0,0,0,0,0,0,0,0,20
MEG_8234/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MACAB/RequiresSNPConfirmation,0,0,10,0,0,6,6,0,8,0
MEG_3460/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KMRA,0,0,0,0,0,0,0,0,9,21
MEG_6140/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/RPOS,0,0,0,0,4,0,0,0,0,2
MEG_6952/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,2,2
MEG_6731/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,2,2
MEG_6655/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHA,0,0,7,0,26,0,0,0,0,8
MEG_6793/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7047/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,118,128,172,133,186,149,86,100,165,257
MEG_2118/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,6,0,0,0,0,2,0,0
MEG_8634/Drugs/Lipopeptides/Colistin-resistant_mutant/PMRAR/RequiresSNPConfirmation,0,0,2,0,7,0,0,0,0,0
MEG_7118/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,28,23,41,91,81,75,37,48,112,100
MEG_5394/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,109,144,174,106,157,143,67,116,94,240
MEG_8145/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,80,215,200,102,282,346,130
MEG_1178/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARST,0,0,0,0,2,0,0,0,0,0
MEG_7148/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,22,12,29,53,46,44,21,29,62,64
MEG_6126/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,197,158,159,356,507,455,245,295,442,479
MEG_2145/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,1,0,0,0
MEG_7128/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,34,39,16,106,62,92,49,56,189,101
MEG_7109/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,34,28,29,75,62,47,28,56,108,85
MEG_1601/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,2,0,0,0,0
MEG_3982/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,296,244,320,465,436,502,237,381,768,502
MEG_7246/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETY,0,17,2,0,11,0,4,0,13,12
MEG_6612/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,0,0,3
MEG_6504/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILF,0,0,0,0,0,4,0,0,0,0
MEG_6165/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,0,0,0,14
MEG_6884/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,2,0,4,2
MEG_6536/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/SMTA,0,0,0,4,0,0,0,0,0,0
MEG_2807/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,17,8,2,39,37,20,16,20,31,38
MEG_4006/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,0,0,0,0,6,0,0,0,0,1
MEG_1086/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,2,27,0,0,16,3,4,15,34,22
MEG_7215/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,13,8,12,26,7,18,12,9,14,22
MEG_6044/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMA,0,0,0,0,0,0,0,0,2,0
MEG_2653/Metals/Copper_resistance/Copper_resistance_protein/DNAK,70,44,105,88,37,88,46,85,117,113
MEG_1149/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,4,0,0,0,0,0,0,0,0,0
MEG_7223/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,0,10,7,2,14,14,14,5,17
MEG_5418/Metals/Copper_resistance/Copper_resistance_protein/PCOB,0,0,0,0,0,0,0,0,7,0
MEG_22/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC3,0,10,0,0,0,0,0,0,0,0
MEG_6899/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,6,0,0,0,0
MEG_8704/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,6,0
MEG_955/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_1211/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,0,0,0,0,6,0,0,2
MEG_6800/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_6741/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_1280/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,2,0,0,0,0,0,0,0
MEG_2453/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/CUSS,0,0,8,0,32,0,0,0,0,7
MEG_7866/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,0,0,0,0,4,0,0,0,4,0
MEG_6864/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_1081/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,0,0,0,0,0,8
MEG_1153/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,0,0,0,0,0,0,0,0,0,2
MEG_2795/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,7,3,8,24,54,12,5,12,8,21
MEG_5416/Metals/Copper_resistance/Copper_resistance_protein/PCOA,0,0,0,0,0,0,0,0,20,6
MEG_800/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,1,0
MEG_7209/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,2,2,4,2,0,0,0,2,6,2
MEG_7136/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,44,18,28,95,81,38,28,35,77,98
MEG_7040/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,118,166,249,165,241,170,92,135,178,325
MEG_7210/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,12,14,8,18,0,19,10,18,20,22
MEG_799/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_7228/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,4,8,10,0,6,0,2,4,8
MEG_1486/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CADD,0,0,0,0,0,0,0,0,26,0
MEG_6963/Drugs/Tetracyclines/Tetracycline-resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,980,735,1164,1706,1529,1310,1009,1459,2325,1918
MEG_6627/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,25,17,36,20,22,52,20,34,15,109
MEG_3978/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,330,434,340,349,586,425,475,392,584,589
MEG_7267/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,0,0,0,0,7,0,0,0,0,10
MEG_6516/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITD,0,0,0,0,0,0,0,0,0,85
MEG_2966/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,4
MEG_3989/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,72,83,86,0,0,106,0,63,135,0
MEG_6572/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SSME,0,0,0,0,0,0,16,0,0,0
MEG_3217/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,70,80,35,51,84,94,46,83,117,156
MEG_6581/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,2,0,0,0,0
MEG_6093/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,563,366,678,727,430,860,369,629,1067,773
MEG_7595/Drugs/Glycopeptides/VanA-type_accessory_protein/VANYA,0,0,0,0,0,17,0,0,0,0
MEG_6593/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,0,4,0
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,53,0,0,23,46,37,0,0,0
MEG_4359/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,6,0
MEG_6661/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6502/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILC,0,0,0,0,0,0,0,0,14,0
MEG_2482/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,2,0,0,0,0
MEG_3611/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,14,0,0,0,0,0,12,0,0
MEG_7318/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,279,247,324,257,586,533,284,385,463,470
MEG_3229/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,18,0,0,0,0,0,0
MEG_76/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,8,0,0,0,0,0
MEG_7402/Drugs/Glycopeptides/VanA-type_resistance_protein/VANHA,0,0,0,0,10,0,0,0,0,10
MEG_4287/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,0,0,14,0,18,0,0,4
MEG_3231/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,85,62,0,64,49,142,48,0,163,0
MEG_6853/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,4,0
MEG_5783/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,0,0,0,0,0,0,9,0,3,3
MEG_7147/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,0,0,13,23,13,18,0,14,0,0
MEG_2706/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,0,15,55,343,380,132,170,327,105
MEG_6114/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,110,180,219,134,177,177,63,219,273,265
MEG_2736/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRY,0,0,12,0,6,0,0,0,0,0
MEG_5360/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,44,60,0,0
MEG_3865/Metals/Mercury_resistance/Mercury_resistance_regulator/MERD,0,0,0,0,0,0,0,0,4,0
MEG_3663/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARR,0,0,4,0,4,0,0,0,0,0
MEG_8679/Drugs/Oxazolidinone/Oxazolidinone-resistant_23S_rRNA_mutation/RRL/RequiresSNPConfirmation,240,178,303,284,251,359,242,272,417,415
MEG_279/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,34,0,0,0,0,0,0
MEG_6925/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,2,4,0,10,6
MEG_6540/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,12,2,0,33,12,8,0,23,20
MEG_7234/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,4,4,2,4,2,0,6,9
MEG_5784/Drugs/Lipopeptides/Colistin-resistant_mutant/PHOP/RequiresSNPConfirmation,0,0,0,0,0,0,5,0,0,0
MEG_7133/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,5,0,12,9,21,12,6,23,24,27
MEG_3737/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,4,0,5,0,4,0,0,0
MEG_1602/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,6,0,0,0,0
MEG_4285/Drugs/betalactams/Mutant_porin_proteins/OMPD,0,0,0,0,0,0,0,0,54,96
MEG_3184/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,139,167,291,126,254,193,130,232,229,349
MEG_1279/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,6,0,0,0,0,0,0,0
MEG_6115/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,139,91,113,0,74,133,121
MEG_2788/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,11,9,6,18,18,10,13,12,20,36
MEG_884/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_6146/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSC/RequiresSNPConfirmation,2014,2286,3483,2606,3754,3352,2245,3068,4365,4492
MEG_3237/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,69,48,59,100,45,88,40,67,109,52
MEG_8287/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,0,3,0,0,0,0,0
MEG_4324/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,0,4,0
MEG_6087/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,0,0,0,66,0,0,26,0,24
MEG_8154/Drugs/Spiropyrimidinetriones/Zoliflodacin-resistant_DNA_topoisomerases/GYRBZ/RequiresSNPConfirmation,90,141,88,84,91,105,54,94,165,186
MEG_7859/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUC,0,0,2,0,0,0,0,0,0,0
MEG_6542/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,4,0,0,35,11,10,0,18,37
MEG_1084/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,3,6,5,0,16,4,8,14,18,15
MEG_7319/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,119,116,143,304,428,342,172,218,465,240
MEG_7850/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ZIPB,0,0,0,0,0,0,0,22,0,0
MEG_3234/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,5,15,0,18,0,30,0
MEG_6958/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERD,0,0,6,0,0,0,0,0,0,6
MEG_8688/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALB,84,92,0,0,82,0,0,86,0,0
MEG_805/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_6916/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2486/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,0,1
MEG_8064/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,32,0,0,0,0,0,0,0,0
MEG_793/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,4,0,0,0,0
MEG_7067/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,4,8,8,6,25,2,53,2,31,6
MEG_6626/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,28,13,22,9,27,33,26,36,13,80
MEG_6879/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,4,0,0,2,2
MEG_1097/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,1,12,2,0,12,2,6,10,14,8
MEG_1701/Metals/Sodium_resistance/Sodium_resistance_protein/CHAA,0,0,0,0,14,0,0,0,8,16
MEG_2804/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,7,9,12,28,58,22,26,16,17,50
MEG_5333/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,20,0,0,0,0,18
MEG_2899/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,0,0,0,28,0,0,0,0,0
MEG_7607/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,19,0,20,0,45,0,12,19,0,52
MEG_6833/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_7198/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,0,10,0,21,20,0,9,0,13
MEG_8659/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,6,0
MEG_3746/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,0,0,32,0,24,0,0,0,71,46
MEG_1193/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,0,0,8,0,16,0,0,0,0,0
MEG_5409/Drugs/betalactams/Penicillin_binding_protein/PBP4B,0,0,6,0,6,0,0,0,0,0
MEG_1490/Drugs/Cationic_antimicrobial_peptides/Cationic_peptide-resistant_16S_ribosomal_subunit_protein/CAP16S/RequiresSNPConfirmation,1839,2281,3655,2652,3817,3285,2327,3120,4334,4564
MEG_6717/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,0,0,2,4
MEG_4011/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,0,0,0,0,0,0,10,20,26,0
MEG_1006/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,0,0,0,0,16,0,0,24,32
MEG_5346/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,245,335,438,295,457,414,287,413,417,644
MEG_2790/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,18,8,12,15,30,14,13,16,29,39
MEG_385/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,2,0,0,0,0,0,0
MEG_10/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,384,424,637,659,861,625,479,677,916,686
MEG_7265/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,0,2,1,0,0,0,0,0,2,0
MEG_702/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,0,18,0,0,0,0,0
MEG_6587/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,2,0,0,0,0,0
MEG_5354/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,36,0,0,38,0
MEG_7831/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YGIW,0,0,4,0,2,0,0,0,0,1
MEG_2946/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,180,187,392,238,260,261,194,186,275,413
MEG_6838/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,2,2
MEG_2844/Drugs/MLS/23S_rRNA_methyltransferases/ERMR,82,60,204,289,133,186,87,119,154,220
MEG_1195/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,0,0,2,0,20,0,0,0,0,0
MEG_8639/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/POXT,0,50,0,0,0,0,0,0,0,72
MEG_2430/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,28,0,135,4,12,2
MEG_4281/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,0,4,0,0,0,0,0
MEG_7488/Drugs/Glycopeptides/VanA-type_regulator/VANSA,0,0,0,0,28,0,0,4,0,0
MEG_2449/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSC,0,0,0,0,11,0,0,0,0,0
MEG_5849/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACJ,0,0,0,0,6,0,4,0,6,0
MEG_802/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_6368/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,0,0,0,0,2
MEG_6086/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,30,0,0,0,91,36,0,51,72,66
MEG_730/Drugs/betalactams/Penicillin_binding_protein/AMPH,0,0,0,0,0,0,0,0,14,12
MEG_5396/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARY,199,152,267,294,151,295,155,196,316,297
MEG_1588/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,0,4
MEG_1181/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,0,9,0,0,0,0,0,4,0
MEG_3294/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/IDER,0,0,0,0,0,0,0,0,0,4
MEG_5388/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,80,0,0,81,105,0,118,0,162
MEG_7015/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,2,0,0,0,0,0,0,8
MEG_7314/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,17,19,19,28,27,32,16,38,77,43
MEG_4748/Drugs/betalactams/Class_D_betalactamases/OXA,0,60,0,0,0,54,0,0,0,0
MEG_4009/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,0,0,0,0,5,0,0,0,0,0
MEG_1291/Drugs/betalactams/Class_A_betalactamases/BLAL,0,0,0,0,0,0,0,30,0,0
MEG_2673/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,0,4
MEG_1544/Drugs/betalactams/Class_A_betalactamases/CARB,0,0,0,0,0,49,0,0,10,0
MEG_5787/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PITA,0,10,20,10,36,0,0,0,18,64
